Word,Socialness,Concreteness,Valence_ext,Frequency,OLD,LDT_zRT,LDT_Accuracy,AoA.Rating,AoA.Test,WordType,zRTclean_mean,ACC,Hits,FalseAlarms,Hit_min_FA,Phonemes_no,phono_upoint,pld20_m,us_ldt_zrt_m,us_ldt_acc,us_ldt_zrtmdur_m,uk_ldt_zrt_m,uk_ldt_acc,uk_ldt_zrtmdur_m,sg_ldt_zrt_m,sg_ldt_acc,sg_ldt_zrtmdur_m,Length
descent,2.5,3,0.2999999999999998,2.124,2.15,-0.228,1,9.84,8,NA,NA,NA,0.88,0.55,0.33,6,7,1.85,-0.58652523,1,-0.006607898,-0.452714621,1,0.002482239,-0.165363421,1,-0.307786347,7
describe,4.095238095238095,2.18,0.9000000000000004,2.938,2.6,-0.509,0.94,7.67,2,Abstract,-0.16,86.67%,0.58,0.27,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
description,2.9583333333333335,2.43,0.2400000000000002,2.81,2.85,-0.11,0.97,8.8,4,Abstract,0.08,74.19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
desert,1.9473684210526316,4.86,0.3600000000000003,3.155,1.9,-0.627,1,8.35,4,Concrete,-0.14,96.77%,0.8,0.28,0.52,6,4,2.35,-0.711462637,1,-0.061914865,-1.004210091,1,-0.242316263,-0.614335355,0.907407407,-0.149749471,6
deserter,3.28,3.32,1.73,1.58,2.65,0.178,0.55,10.76,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
desertion,3.4782608695652173,1.93,1,1.591,2.45,0.307,0.86,12.33,6,Abstract,0.42,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
deserve,3.6666666666666665,1.69,1.7699999999999996,3.349,2.15,-0.427,1,7.94,6,Abstract,NA,NA,0.58,0.22,0.36,6,7,1.85,-0.017082135,0.984848485,-0.412372275,-0.17935794,0.964912281,-0.454848394,0.065191387,0.963636364,-0.058151252,7
design,3.260869565217391,3.27,1.7999999999999998,2.917,2.15,-0.684,1,10.05,2,NA,NA,NA,0.67,0.28,0.38,5,6,1.75,-0.916912535,1,-0.386433814,-0.351362311,0.98245614,-0.491008612,-0.330261995,0.981818182,-0.366072287,6
designate,4.142857142857143,3.14,0.6200000000000001,1.505,2.7,-0.001,0.88,11.6,8,NA,NA,NA,NA,NA,NA,8,8,3.75,-0.415270867,1,-0.52992718,-0.475038682,0.963636364,-0.438781764,0.013662802,0.962264151,-0.238833793,9
designer,4,3.78,0.5700000000000003,2.428,2.6,-0.643,1,9.05,6,Concrete,-0.71,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
desirable,5.045454545454546,1.92,1.9500000000000002,2,2.85,-0.39,1,11,6,Abstract,-0.21,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
desire,5.238095238095238,1.7,2.05,3.015,1.9,-0.523,1,9.95,4,Abstract,-0.39,100.00%,0.72,0.38,0.33,6,7,1.85,-0.754755906,1,-0.150231238,-0.743728162,0.98245614,-0.199301594,-0.412544235,1,-0.576598654,6
desolate,3.363636363636364,2.17,2.05,1.708,2.65,0.02,0.91,12.06,8,Abstract,0.07,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
despair,4.1,2.21,1.3900000000000001,2.477,2.9,-0.467,0.91,9.56,6,Abstract,-0.42,93.55%,0.55,0.45,0.1,6,7,2.2,-0.269548643,1,-0.446251991,-0.510510085,0.981818182,-0.238447331,-0.501753083,0.981132075,-0.340740975,7
desperado,3.4761904761904763,3.44,0.5999999999999996,1.362,3.75,0.229,0.94,12.79,10,NA,NA,NA,NA,NA,NA,9,7,3.95,0.490605521,0.630769231,-0.167576967,0.460207025,0.49122807,-0.213854011,0.449502006,0.574074074,0.114605125,9
desperation,3.727272727272727,1.9,2.45,2.19,2.85,0.1,0.94,11.28,8,Abstract,0.14,100.00%,NA,NA,NA,10,7,2.25,0.045268931,1,-0.924506034,-0.382850799,0.982142857,-0.877933617,0.079361242,1,-0.840781244,11
despicable,4.904761904761905,1.43,2.24,2.033,3.5,0.868,0.82,10.89,12,Abstract,0.02,90.32%,NA,NA,NA,10,6,3.5,-0.290948665,0.955223881,-0.288736604,-0.26634995,1,-0.174869873,-0.02206966,0.981132075,-0.343648116,10
despise,5.208333333333333,2.12,1.92,2.364,2.25,-0.035,0.88,12.38,6,Abstract,-0.12,90.63%,0.68,0.35,0.33,6,6,2.2,0.216395607,1,-0.776385308,0.268978225,0.98245614,-0.643170155,-0.021003428,0.981481481,-0.420497474,7
dessert,2.5,4.93,2.2,2.855,2.3,-0.548,1,5.61,2,Concrete,-0.11,96.77%,0.85,0.18,0.67,6,7,1.85,-0.805134162,1,-0.337426404,-0.462292931,0.981481481,-0.698834306,-0.566121461,1,-0.223172289,7
destination,3.952380952380953,3.82,1.4000000000000004,2.479,2.7,-0.267,0.97,8.56,6,Concrete,0.69,56.25%,NA,NA,NA,10,6,2.6,0.070803325,0.955882353,-0.685692515,-0.381416591,0.963636364,-0.614866335,0.003813019,1,-0.940217822,11
destiny,4.291666666666667,1.67,1.7300000000000004,3.07,2.35,-0.411,0.97,10.21,8,Abstract,-0.24,100.00%,NA,NA,NA,7,7,2.8,-0.573395632,1,-0.019371405,-0.792505618,0.98245614,-0.021473102,-0.48254041,1,-0.156602035,7
destitute,3.608695652173913,2.08,2.89,1.568,3.1,0.31,0.88,11.43,12,Abstract,0.45,96.77%,NA,NA,NA,9,9,3.55,0.239444458,0.779411765,-0.106350003,-0.118263881,0.759259259,-0.467630948,0.380613778,0.698113208,-0.376036205,9
destroy,4.2631578947368425,3.08,2.33,3.381,2.85,-0.486,0.97,6.7,2,NA,NA,NA,0.7,0.22,0.48,6,7,2.45,-0.333172008,0.985074627,-0.282486144,-0.463399275,1,-0.15482613,-0.368620788,0.981132075,-0.493620108,7
destroyer,4.478260869565218,3.59,2.84,2.269,3.45,-0.136,1,7.74,4,Concrete,0.31,65.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
destruct,2.863636363636364,2.96,1.5,1.505,2.65,-0.22,0.91,8.81,10,NA,NA,NA,0.7,0.23,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
destruction,3.727272727272727,3.21,2.47,2.769,2.7,-0.178,1,7.62,6,NA,NA,NA,NA,NA,NA,10,8,2.6,-0.300937967,0.984615385,-0.534853611,-0.329293447,1,-0.269943722,0.073532671,0.981481481,-0.458249785,11
destructive,3.863636363636364,2.17,1.8900000000000001,2.09,3.25,-0.283,1,8.05,6,Abstract,0.19,80.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
detach,3.3043478260869565,2.9,0.5,1.544,2,-0.269,0.88,9.22,6,NA,NA,NA,0.65,0.17,0.48,5,6,2.35,-0.234529419,1,-0.461684382,-0.385308888,1,-0.87362114,-0.225735763,1,-0.173945013,6
detached,4.05,2.56,1.35,1.903,2.65,-0.34,0.97,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
detail,2.8260869565217392,2.5,0.6699999999999999,2.996,1.85,-0.571,1,9.79,8,NA,NA,NA,0.63,0.33,0.3,5,6,1.95,-0.776840508,1,-0.34418192,-0.51346022,1,-0.270276739,-0.475535819,1,-0.229034124,6
detain,4.541666666666667,2.74,2,1.973,1.9,-0.175,0.94,12.28,6,NA,NA,NA,0.65,0.27,0.38,5,4,1.9,-0.777669669,0.970149254,-0.334037246,-0.63173136,0.98245614,-0.30787937,-0.100886007,0.87037037,0.013062574,6
detect,3.25,2.19,0.08999999999999986,2.418,1.85,-0.537,0.94,9.53,6,Abstract,-0.12,83.87%,0.63,0.38,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
detection,3.090909090909091,2.57,0.3700000000000001,1.935,1.85,-0.172,0.9,10.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
detective,5.363636363636363,4.21,0.05999999999999961,3.494,2.4,-0.384,1,6.58,2,Concrete,-0.1,83.87%,NA,NA,NA,8,7,2.15,-0.117185641,1,-1.108697854,-0.553498725,0.964285714,-0.582673445,-0.19155803,1,-0.993150103,9
detector,2.4782608695652173,3.7,0.5800000000000001,2.223,2.45,-0.268,0.97,9.42,6,Concrete,-0.21,84.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
detention,5.5,3.26,1.7200000000000002,2.524,2.4,-0.248,0.97,10.16,8,NA,NA,NA,NA,NA,NA,8,5,2.15,-0.534985118,0.985294118,-0.333572755,-0.542515757,1,-0.180453583,-0.252169699,1,-0.601780351,9
deter,3.761904761904762,2.33,0.9500000000000002,1.322,1.75,0.068,0.66,12.24,14,Abstract,0.32,87.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
detergent,1.6,4.77,0.41999999999999993,1.724,2.6,-0.27,0.97,7.33,2,Concrete,-0.18,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
deteriorate,2.4285714285714284,3,1.3599999999999999,1.447,3.55,0.208,0.91,11.78,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
deteriorating,2.5454545454545454,3.38,2.37,1.532,4.4,0.626,0.82,10.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
determine,2.85,2.13,1,2.632,2.75,-0.295,1,8.89,8,Abstract,0.24,100.00%,NA,NA,NA,8,9,2.6,-0.468086558,1,-0.504435033,-0.628044087,1,-0.259504609,-0.513198423,1,-0.35478104,9
deterrent,3.05,2.63,0.41999999999999993,1.362,2.7,-0.071,0.79,11.78,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
detest,5,2.36,1.9500000000000002,1.869,1.95,-0.286,0.88,10.47,10,Abstract,-0.07,93.75%,0.72,0.23,0.48,6,7,1.9,-0.253252864,0.924242424,-0.52596881,-0.321745823,1,-0.576951954,-0.333221941,0.909090909,-0.137651701,6
detonate,2,3.19,1.7400000000000002,2.029,2.55,0.405,0.61,10.06,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
detonation,2.2857142857142856,3.15,1.6,1.973,2.55,0.571,0.81,12.74,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
detonator,2.217391304347826,4.76,0.7000000000000002,2.086,3.15,0.177,0.72,10.63,NA,Concrete,0.3,90.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
detriment,3.3181818181818183,1.77,1.33,1.431,2.8,0.383,0.69,13.41,14,Abstract,0.45,87.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
deuce,2.4,3.04,0.46999999999999975,2.167,1.95,-0.256,0.89,10.33,8,NA,NA,NA,NA,NA,NA,4,4,1.55,0.178415452,0.636363636,0.221939001,-0.198809289,0.649122807,0.108983146,0.283511712,0.672727273,0.094911876,5
devastation,4.92,2.76,2.09,1.699,2.95,-0.043,0.97,10.83,12,NA,NA,NA,NA,NA,NA,10,8,2.95,0.048552851,1,-0.73079012,-0.257299483,1,-0.545682139,0.291712259,0.981818182,-0.974041211,11
develop,4.1,1.87,1.0499999999999998,2.691,2.75,-0.688,0.94,7.28,4,Abstract,0.26,93.55%,NA,NA,NA,7,8,2.75,-0.89056922,0.984848485,-0.036950171,-1.013531246,0.982142857,-0.186569216,-0.455488426,0.981818182,-0.444991553,7
developer,4.2105263157894735,3.54,0.8899999999999997,1.672,3.1,-0.575,0.94,10.28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
development,4.478260869565218,2.41,0.25,2.797,3.5,-0.404,1,8.63,6,Abstract,0.26,81.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
deviant,4.043478260869565,2.04,1.65,1.74,2.55,-0.282,0.94,14.12,NA,Abstract,-0.1,74.19%,NA,NA,NA,7,7,2.65,-0.375734189,0.96969697,-0.435670926,-0.626313236,0.928571429,-0.368768329,-0.059009389,0.963636364,-0.4208361,7
deviate,3.1818181818181817,2.1,0.09999999999999964,1.591,2.2,-0.154,0.97,13.11,12,Abstract,-0.04,100.00%,NA,NA,NA,6,6,2.8,-0.631351368,0.96969697,-0.446535439,-0.523271203,1,-0.721657402,-0.097524932,1,-0.516805581,7
deviation,2.9473684210526314,2.96,0.09999999999999964,1.58,2.3,0.119,0.97,12.53,12,NA,NA,NA,NA,NA,NA,8,6,2.85,-0.18469655,1,-0.701371279,-0.376660011,1,-0.862158869,0.064699643,1,-1.085910671,9
device,2.590909090909091,3.97,0.79,2.967,1.9,-0.593,1,8.06,6,Concrete,0.01,77.42%,0.72,0.35,0.37,5,6,1.85,-0.362189551,0.985074627,-0.623531644,-0.139393126,0.98245614,-0.496072102,-0.270442965,0.981481481,-0.357197758,6
devil,3.4347826086956523,3.41,1.8900000000000001,3.324,1.9,-0.691,1,5,2,NA,NA,NA,0.67,0.12,0.55,5,6,1.85,-0.841958742,0.96969697,0.212583839,-1.431770437,0.947368421,0.280398044,-0.833383819,0.963636364,-0.040933573,5
devilish,4.260869565217392,1.82,0.7800000000000002,1.431,3.1,-0.304,0.94,8.72,6,Abstract,0.23,81.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
devious,4.478260869565218,2.18,1.4300000000000002,1.954,2.45,-0.239,0.91,9.79,12,Abstract,-0.07,96.67%,NA,NA,NA,6,6,2.45,-0.041804605,0.910447761,-0.057205498,-0.147765601,0.877192982,-0.221788785,0.088304856,0.87037037,-0.310693199,7
devise,3.5238095238095237,2,0.5499999999999998,1.518,1.75,-0.419,0.97,10.75,8,Abstract,-0.35,90.32%,0.75,0.4,0.35,5,6,1.7,0.072216037,0.985074627,-0.422732606,0.133947177,0.981481481,-0.600848459,0.361394879,0.924528302,-0.279100234,6
devoid,2.9166666666666665,1.85,1.3900000000000001,1.568,2.55,-0.117,0.79,12.19,14,Abstract,-0.08,87.10%,0.75,0.15,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
devote,4.541666666666667,2,0.5300000000000002,2.004,1.8,-0.549,0.97,9.58,8,Abstract,0.15,93.55%,0.65,0.32,0.33,5,5,1.9,-0.60856382,0.96969697,-0.512843137,-0.565671659,0.982142857,-0.384872741,-0.396491101,1,-0.193880163,6
devoted,5.173913043478261,1.88,2.16,2.613,1.85,-0.474,1,9.55,6,Abstract,-0.59,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
devotion,4.739130434782608,2.36,1,2.326,2.5,-0.214,0.97,11.78,6,Abstract,-0.09,96.77%,NA,NA,NA,7,8,2.65,-0.667941993,1,-0.224467431,-0.458364725,1,-0.46965054,-0.698584064,1,-0.49830217,8
devour,3,3.14,0.20999999999999996,1.74,2.4,-0.059,0.94,10.18,8,NA,NA,NA,0.75,0.28,0.47,6,5,2.25,-0.259318584,0.955223881,-0.224541453,-0.500481403,0.964912281,-0.075380204,-0.195091272,0.981481481,0.146762659,6
devout,4.142857142857143,2.46,0.5199999999999996,1.591,2.4,-0.12,0.74,10.44,10,Abstract,-0.13,90.32%,0.77,0.27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
dexterity,2.9545454545454546,2.72,1.3499999999999996,1.342,3.45,0.161,0.97,11.28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
diabetes,3.0833333333333335,3.83,2.26,2.223,3.2,-0.152,0.97,10.74,8,Concrete,-0.12,90.32%,NA,NA,NA,8,5,3.85,-0.139218901,1,-1.178052147,-0.327039629,1,-1.216054967,0.345450986,0.962962963,-1.179723154,8
diabetic,3.0454545454545454,3.38,2,2.057,2.9,-0.277,0.94,11.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
diabolical,3.5714285714285716,1.5,1.77,1.748,3.8,0.09,0.85,11.75,NA,Abstract,0.5,96.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
diagnose,4.05,1.92,0,1.732,3.1,-0.264,0.97,10.72,8,Abstract,0.55,54.84%,NA,NA,NA,7,8,3.5,0.325061091,0.985074627,-0.775747541,0.409777672,0.87037037,-0.880659363,-0.438699036,0.981132075,-0.973692829,8
diagnosis,3.8,2.63,0.3799999999999999,2.342,3.35,-0.126,0.94,12.33,8,NA,NA,NA,NA,NA,NA,9,8,4.2,-0.059971011,1,-1.198367177,-0.009679608,0.946428571,-1.040060244,0.356126483,1,-1.251845964,9
diagram,1.5769230769230769,4.36,0.46999999999999975,1.819,2.85,-0.384,0.97,9.63,6,Concrete,-0.1,96.77%,NA,NA,NA,7,6,2.8,-0.619592022,0.96969697,-0.318329665,-0.459985119,0.964912281,-0.085644277,-0.110450285,0.981818182,-0.461335223,7
dialect,5.523809523809524,2.67,1,1.839,2.6,-0.344,0.85,11.5,6,NA,NA,NA,NA,NA,NA,7,8,2.45,0.039967913,0.939393939,-0.108240458,-0.17554452,0.875,-0.001111906,-0.439450703,0.981481481,-0.365317905,7
dialogue,6.3478260869565215,3,1.25,2.32,3.55,-0.447,0.97,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
dialysis,2.5652173913043477,3.54,1.7599999999999998,1.892,3.5,0.351,0.91,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
diameter,1.6,4.03,0.2400000000000002,1.732,3,-0.321,0.94,10.44,6,Concrete,0.21,93.55%,NA,NA,NA,8,4,3.4,-0.131780153,0.955882353,-0.07569489,-0.259388864,0.818181818,0.238198609,0.580346505,0.716981132,0.031609775,8
diamond,3.0454545454545454,4.89,1.88,3.023,2.9,-0.554,1,6.47,4,Concrete,-0.79,100.00%,NA,NA,NA,7,5,2.95,-0.321699846,1,-0.764382987,-0.632813118,0.98245614,-0.331880634,-0.639714812,1,-0.682843157,7
diaphragm,2.32,3.93,0.33000000000000007,2.025,4.4,-0.086,0.97,12.58,12,Concrete,0.16,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
diarrhea,1.380952380952381,4.52,2.9,2.09,3.8,-0.337,1,NA,8,Concrete,-0.36,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
dicey,2.9130434782608696,1.9,0.7599999999999998,1.505,1.95,0.251,0.41,12.65,12,Abstract,0.29,84.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
dickhead,4.956521739130435,3.27,2.4,NA,NA,NA,NA,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
dictate,4.291666666666667,3.15,0.5999999999999996,1.954,2.6,-0.268,1,10.26,6,NA,NA,NA,0.78,0.15,0.63,6,6,2.75,-0.146435976,0.985074627,-0.506671799,-0.558533224,1,-0.57619221,-0.577346324,0.981481481,-0.670256953,7
dictation,4.318181818181818,2.75,0.7400000000000002,1.69,2.65,0.356,0.97,12.11,6,NA,NA,NA,NA,NA,NA,8,6,2.75,0.028138523,0.985294118,-0.403543705,-0.426824273,0.981818182,-0.451899618,-0.151794501,1,-0.599668527,9
dictatorship,6.285714285714286,2.77,2.38,1.681,5.15,0.051,0.97,11.72,6,NA,NA,NA,NA,NA,NA,11,9,5.4,-0.267719775,0.984848485,-1.109570021,-0.102021189,0.947368421,-1.05045888,0.314534587,1,-0.466717916,12
diction,4.318181818181818,2.64,0.15000000000000036,1.415,2.15,-0.172,0.76,13.06,10,NA,NA,NA,NA,NA,NA,6,7,1.9,-0.377563727,0.876923077,-0.193779565,-0.774418,0.877192982,0.293918858,-0.538571236,0.888888889,-0.074150737,7
dictionary,2.863636363636364,4.62,1.0499999999999998,2.281,3.55,-0.477,0.94,7.28,4,Concrete,-0.05,90.63%,NA,NA,NA,9,7,3.45,-0.343717484,1,-0.658679125,-0.953123833,1,-0.548499225,-0.252798325,1,-0.785982819,10
die,3.75,3.07,3.33,4.125,1,-0.792,0.94,4.53,2,NA,NA,NA,0.69,0.08,0.6,2,3,1,-0.402765418,0.955223881,0.338486997,-0.817320557,0.962962963,0.305140907,-0.46038363,0.905660377,0.210774556,3
diesel,2.2777777777777777,3.88,0.6799999999999997,2.134,2.8,-0.204,0.85,11.67,6,Concrete,-0.41,87.10%,0.78,0.08,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
diet,3.391304347826087,3.21,0.5800000000000001,2.895,1.7,-0.508,1,9.25,2,NA,NA,NA,0.67,0.17,0.5,4,5,1.85,-0.401815853,1,-0.404384268,-0.952186384,0.947368421,-0.154736053,-0.382251814,0.981818182,-0.537931189,4
differ,3.9583333333333335,1.59,0.09999999999999964,2.097,1.95,-0.298,0.86,9,6,Abstract,-0.02,93.55%,0.68,0.17,0.52,5,6,1.75,-1.024697131,1,-0.154630968,-1.050074094,0.909090909,0.449339678,-0.321298201,0.943396226,0.335473041,6
difference,3,2.15,0.11000000000000032,3.609,3.05,-0.528,0.97,7.35,2,Abstract,-0.2,96.88%,NA,NA,NA,8,8,2.35,-0.570381957,0.985074627,-0.547162349,-0.539708591,1,-0.931719196,-0.079872338,1,-0.551700138,10
differential,2.608695652173913,2.36,1,1.653,3.6,0.04,0.94,12.37,12,Abstract,0.12,87.50%,NA,NA,NA,10,9,3.35,-0.204122095,1,-0.37955157899999997,-0.184166875,0.964912281,-0.495220303,0.369086405,0.981481481,-0.661786417,12
diffuse,3.772727272727273,2.46,0.040000000000000036,1.708,2.45,-0.183,0.94,11.17,12,Abstract,-0.08,80.65%,0.82,0.37,0.45,6,6,2.15,-0.164932867,0.985074627,-0.572803986,-0.234579771,0.981481481,-0.832165853,-0.054041829,0.981132075,-1.000126493,7
digest,2.5,3.07,0.2599999999999998,2.228,1.95,-0.614,0.91,9,6,NA,NA,NA,0.75,0.23,0.52,6,7,2.55,-0.711586406,0.984848485,-1.213499312,-0.397359667,0.98245614,-0.614007023,-0.615372167,0.981481481,-0.691009589,6
digestion,2.3333333333333335,3.66,0.5,1.724,2.7,-0.376,0.97,10.26,6,Concrete,0.74,81.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
digestive,2,2.67,0,1.663,2.95,-0.063,0.97,10.44,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
dignified,5.095238095238095,1.57,1.5499999999999998,2.14,3.3,-0.148,0.97,10.89,6,Abstract,-0.06,100.00%,NA,NA,NA,8,8,3.4,-0.070634057,1,-1.348622912,-0.485958673,1,-0.784489573,-0.376108908,0.943396226,-1.075666103,9
dignify,5.173913043478261,1.71,0.6799999999999997,1.491,2.75,0.051,0.91,10.47,8,Abstract,-0.32,96.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
dignity,5.434782608695652,2.03,2.2,2.742,2.55,-0.226,0.97,9.58,6,Abstract,-0.17,100.00%,NA,NA,NA,7,6,2.85,-0.55620487,0.984615385,-0.533512075,-0.947159905,1,-0.26644124,-0.5691147,1,-0.380195241,7
dildo,2.5294117647058822,4.7,0.4299999999999997,1.839,NA,NA,NA,15.41,NA,Concrete,-0.43,93.55%,0.92,0.05,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
dilemma,3.8,2,0.7599999999999998,2.127,3.6,-0.232,0.94,10.72,10,Abstract,0.12,87.10%,NA,NA,NA,6,4,2.95,-0.303809605,0.955223881,-0.292471303,-0.635077565,0.982142857,-0.064162051,-0.414815878,0.981481481,-0.327475579,7
diligence,4.454545454545454,1.97,0.6799999999999997,1.602,3.55,0.048,0.85,11.95,10,Abstract,0.06,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
diligent,4.086956521739131,1.69,1.1399999999999997,1.613,2.9,-0.323,0.94,11.78,10,Abstract,-0.11,96.77%,NA,NA,NA,8,9,2.55,-0.43454846,1,-0.77883933,-0.903574203,1,-0.696826264,-0.531636863,1,-0.583338587,8
dim,2.047619047619047,3.31,1.63,2.387,1.35,-0.255,0.94,7.06,2,NA,NA,NA,0.77,0.3,0.47,3,4,1,-0.63747461,0.96969697,0.256576767,-1.261269878,0.929824561,0.590736596,-0.502445175,0.851851852,0.289422763,3
dimension,2.4347826086956523,2.5,0.2400000000000002,2.375,2.7,-0.356,1,10.26,8,NA,NA,NA,NA,NA,NA,8,9,2.4,-0.300079161,0.75,0.039155197,-0.551340262,1,-0.502347944,-0.281751708,1,-0.586958988,9
diminish,2.7142857142857144,2.5,0.9500000000000002,1.633,3,-0.365,0.97,10.95,8,NA,NA,NA,NA,NA,NA,7,8,2.85,-0.418561721,0.985294118,-0.59039984,-0.647042669,0.963636364,-1.297343216,-0.552914125,0.981132075,-0.320350393,8
dimwit,4.0476190476190474,2.56,1.52,1.591,2.85,0.466,0.56,9.69,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
dine,4.96,3.37,1.5999999999999996,2.342,1,-0.055,0.85,8.95,2,NA,NA,NA,0.6,0.12,0.48,3,4,1,-0.260394837,0.71641791,0.309519972,-0.228094249,0.666666667,0.595769685,0.097645752,0.867924528,0.691818069,4
dinner,4.904761904761905,4.5,1.4000000000000004,4.014,1.75,-0.667,0.94,3.99,2,Concrete,-0.7,100.00%,0.63,0.2,0.43,5,6,1.45,-1.217412313,0.984848485,0.127004543,-1.297747767,0.964912281,0.100836828,-1.047117394,1,0.135090167,6
dinosaur,1.5833333333333333,4.87,1.1100000000000003,2.31,3.75,-0.205,0.88,4.91,2,Concrete,-0.63,100.00%,NA,NA,NA,7,6,2.9,-0.374813875,0.970149254,-0.65946962,-0.709178593,1,-0.776878811,-0.460904478,1,-0.47901852,8
dioxide,1.3636363636363635,2.81,0.41999999999999993,1.724,2.8,0.168,0.97,11.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
diploma,3.9583333333333335,4.93,1.3200000000000003,2.114,3.3,-0.203,0.97,9.33,6,Concrete,-0.51,93.55%,NA,NA,NA,7,8,3.45,-0.673669782,1,-0.179474038,-0.362026756,0.981481481,-0.001445306,-0.447336256,0.981132075,-0.386867659,7
diplomacy,5.7727272727272725,2.04,0.5300000000000002,1.914,3.75,-0.272,0.91,10.89,10,Abstract,0.19,70.97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
