word_us,n_phon,phono_upoint,pld20_m,pld20_sd,sg_ldt_acc,sg_ldt_acc_n,us_ldt_acc,us_ldt_acc_n,uk_ldt_acc,uk_ldt_acc_n,sg_ldt_zrt_m,sg_ldt_zrt_sd,sg_ldt_zrt_n,us_ldt_zrt_m,us_ldt_zrt_sd,us_ldt_zrt_n,uk_ldt_zrt_m,uk_ldt_zrt_sd,uk_ldt_zrt_n,sg_ldt_zrtmdur_m,sg_ldt_zrtmdur_sd,sg_ldt_zrtmdur_n,us_ldt_zrtmdur_m,us_ldt_zrtmdur_sd,us_ldt_zrtmdur_n,uk_ldt_zrtmdur_m,uk_ldt_zrtmdur_sd,uk_ldt_zrtmdur_n,...30
account,5,6,1.9,0.307793505625546,1,53,0.970149254,67,1,54,-0.639981215,0.451385018,53,-0.925044849,0.523878841,65,-0.7873681,0.614276483,54,-0.301849641,0.483040992,53,-0.307066978,0.532520993,65,-0.292633886,0.616188827,54,NA
accountant,8,7,3,0,1,54,1,67,1,56,-0.460458428,0.494868016,52,-0.245809442,0.667383188,65,-0.435794864,0.475412999,55,-0.419927897,0.501648635,52,-0.367122747,0.659538865,65,-0.803246331,0.586245177,55,NA
accumulate,10,10,3.9,0.911909506128991,0.945454545,55,0.939393939,66,0.964912281,57,0.263907148,0.701106486,51,-0.012610992,0.679254789,61,-0.112697539,0.603696088,55,-0.86564214,0.649125859,51,-0.994615876,0.559626693,61,-0.631101963,0.571555717,55,NA
accuracy,8,7,3.2,0.695852373938459,0.981481481,54,0.984848485,66,1,56,-0.358488038,0.576171819,53,-0.544266683,0.634433433,63,-0.69743778,0.465219728,55,-0.76565559,0.552880781,53,-0.266313504,0.659398572,63,-0.456307415,0.447943997,55,NA
accurate,7,8,2.75,0.444261658319319,1,53,1,68,0.981818182,55,-0.555617125,0.531664565,53,-0.939542687,0.53299505,68,-0.202509991,0.635174592,54,-0.778558907,0.602162758,53,-0.909090686,0.835414311,68,-0.098168619,0.584248967,54,NA
accursed,7,5,2.95,0.223606797749978,0.345454545,55,0.439393939,66,0.403508772,57,0.040020645,0.85215835,19,0.100113737,0.607530574,27,0.532780399,0.96024521,20,0.347886023,0.779907299,19,0.248352644,0.622102182,27,-0.095176799,1.081747471,20,NA
accuse,5,6,1.75,0.444261658319319,0.963636364,55,1,66,0.98245614,57,0.1381302,1.101401684,52,-0.538623516,0.543293391,64,-0.479364854,0.572269468,56,-0.722182308,0.605906825,52,-0.713310108,0.429652439,64,-0.619212024,0.554859159,56,NA
ache,2,3,1,0,0.796296296,54,0.909090909,66,0.803571429,56,-0.517337004,0.887510841,40,-0.519276914,0.749775321,60,-0.493940998,0.770353331,45,0.968555991,0.859534997,40,0.445244831,0.805623563,60,0.497527309,0.897688689,45,NA
achieve,4,5,2,0,1,53,1,68,0.981818182,55,-0.864835158,0.499674673,51,-0.590996217,0.713576137,67,-0.728402024,0.527954809,54,-0.632044875,0.534335762,51,-0.917912006,0.75090028,67,-0.930973216,0.558887165,54,NA
acknowledge,7,8,3,0.64888568452305,0.981818182,55,0.984848485,66,1,57,-0.162831694,0.740382081,54,-0.403970964,0.481374215,64,-0.371235669,0.555716786,57,-0.711241848,0.627706782,54,-0.686239863,0.472876578,64,-0.782585703,0.545189091,57,NA
acorn,5,3,1.9,0.307793505625546,0.851851852,54,0.878787879,66,0.912280702,57,-0.289343385,0.820547231,45,-0.515142307,0.731156834,57,-0.509934661,0.712724271,52,-0.080356359,0.817566071,45,-0.188472313,0.763891399,57,0.139791944,0.690564502,52,NA
acoustic,7,8,2.9,0.307793505625546,0.909090909,55,0.939393939,66,1,57,-0.10215153,0.656987572,50,-0.490397152,0.596074287,62,-0.36361776,0.496806105,56,-0.125254314,0.602882955,50,-0.560356481,0.587444058,62,-0.266577333,0.495936169,56,NA
acquire,6,4,1.9,0.447213595499958,1,53,0.970588235,68,0.981818182,55,-0.752845484,0.59161159,52,-0.561425196,0.646604459,65,-0.732418575,0.604806467,54,-0.32184022,0.5625987,52,-0.288354929,0.629212844,65,-0.096981489,0.622673514,54,NA
acquisition,9,5,3,0.45883146774112304,0.963636364,55,0.984848485,66,1,57,-0.288673805,0.552605343,50,-0.325961702,0.563750685,62,-0.133182213,0.584928168,55,-0.593357829,0.545994334,50,-0.569096194,0.551234304,62,-0.437415306,0.497403289,55,NA
act,3,4,1.6,0.502624689950034,0.944444444,54,0.984615385,65,0.946428571,56,-1.11021923,0.769352097,50,-1.133966109,0.598513803,63,-0.845265162,0.583263122,52,0.207098438,0.634987088,50,-0.276205073,0.564684806,63,-0.003583731,0.611703447,52,NA
action,5,3,1.8,0.410391340834061,0.945454545,55,1,66,1,57,-1.006984948,0.69543658,51,-1.146365147,0.372510218,66,-0.801270963,0.543081355,57,-0.088724972,0.667789207,51,-0.232992042,0.358098721,66,-0.039170533,0.555526813,57,NA
activate,7,6,2.75,0.444261658319319,1,54,1,67,1,56,-0.198853941,0.732014111,54,-0.418392906,0.495421308,67,-0.503079282,0.445450155,54,-0.460918652,0.647601355,54,-1.0502863,0.603783384,67,-0.906062492,0.655364071,54,NA
active,5,6,2.3,0.571240570577479,0.962264151,53,0.985074627,67,0.981481481,54,-0.921332351,0.364008277,50,-0.802643648,0.480537527,66,-0.689673102,0.503629889,52,-0.682528014,0.350370238,50,-0.759885741,0.513698323,66,-0.45318839,0.5050535,52,NA
activity,8,7,3.05,0.825577947481896,0.962962963,54,1,65,1,56,-0.590370078,0.395201366,52,-0.396731135,0.504356739,63,-0.594889611,0.543544217,56,-0.781688048,0.357956737,52,-0.69855944699999994,0.446576859,63,-0.550334441,0.509983806,56,NA
actuality,10,6,3.9,0.307793505625546,0.851851852,54,0.865671642,67,0.807017544,57,0.085633095,0.619008538,44,0.02854233,0.515615094,53,-0.075614404,0.554455994,45,-0.658410611,0.577713175,44,-0.794694655,0.520320478,53,-0.503589771,0.518976404,45,NA
adamant,7,8,2.4,0.5982430416161191,0.909090909,55,0.924242424,66,0.947368421,57,-0.49625097,0.795857613,50,-0.650050491,0.709531959,60,-0.529777737,0.64475206,52,-0.253380799,0.756062079,50,-0.102512975,0.663134156,60,-0.146631565,0.617679797,52,NA
adapt,5,6,2.05,0.51041778553404,0.981481481,54,0.984615385,65,0.982142857,56,-0.589338321,0.652792059,52,-0.728679016,0.437215305,64,-0.729238959,0.640397626,55,-0.090401497,0.501336834,52,-0.377199532,0.514682536,64,-0.541422371,0.619871469,55,NA
adaptation,9,3,3.45,0.51041778553404,1,54,1,67,1,56,-0.267468462,0.494627687,53,-0.273872682,0.626386478,64,-0.275919075,0.462342312,55,-0.690949061,0.507157628,53,-0.759936326,0.622319277,64,-0.768109518,0.423770277,55,NA
add,2,3,1,0,0.781818182,55,0.984848485,66,0.875,56,-0.344366122,0.710608798,43,-0.695305437,0.631727685,64,-0.878607564,0.730527934,49,0.732829191,1.011655819,43,0.39909068,0.627533235,64,0.667625559,0.786223318,49,NA
addict,5,5,2.55,0.604805318829299,0.963636364,55,0.818181818,66,0.964285714,56,-0.764122987,0.517462148,53,-0.624306607,0.719194448,54,-0.970472693,0.596151899,53,0.012729846,0.517517212,53,-0.131742863,0.61710826,54,-0.140704016,0.563843311,53,NA
addiction,7,5,1.9,0.307793505625546,0.981818182,55,0.954545455,66,1,57,-0.546490223,0.597366971,54,-0.92523324,0.537291311,63,-0.995415641,0.43088026,57,-0.643548071,0.572947842,54,-0.377750578,0.56543069,63,-0.458077639,0.474192732,57,NA
additional,8,7,2.75,0.444261658319319,0.981818182,55,0.96969697,66,0.98245614,57,-0.604417349,0.618052885,54,-0.375895706,0.647464784,64,-0.462966029,0.663763625,54,-0.445895805,0.566233295,54,-0.252492768,0.644616322,64,-0.028395575,0.648208047,54,NA
adequate,7,4,2.85,0.36634754853252305,1,55,1,66,1,57,-0.61981801,0.719701495,55,-0.765183595,0.433681419,66,-0.882850524,0.479071703,57,-0.513214897,0.700750965,55,-0.805383503,0.422437247,66,-0.145706597,0.579377554,57,NA
adjacent,7,3,2.85,0.36634754853252305,0.981481481,54,0.984848485,66,0.964285714,56,-0.546829075,0.583328174,52,-0.481757465,0.513006055,65,-0.464772588,0.587180915,54,-0.571659828,0.562975434,52,-0.966124255,0.485466738,65,-1.078995896,0.540142054,54,NA
adjective,7,6,3.2,0.523148363780596,0.981132075,53,0.911764706,68,0.833333333,54,-0.500437067,0.701678655,51,-0.256919743,0.709701759,62,-0.056791852,0.873134199,43,-0.619119765,0.674024885,51,-0.518076454,0.705878427,62,-0.070860038,0.832653704,43,NA
adjourn,5,6,2,0,0.886792453,53,0.970588235,68,0.854545455,55,-0.157858432,0.824258578,47,-0.398971625,0.685370872,64,-0.301596861,0.78176543,47,0.030200358,0.830436561,47,0.114434546,0.655691679,64,0.163929991,0.759520531,47,NA
adjust,5,6,1.9,0.307793505625546,0.849056604,53,0.985294118,68,0.981818182,55,-0.493879666,0.602350286,43,-0.628331624,0.360098861,66,-0.460387992,0.77642773,54,-0.244325745,0.519885706,43,-0.844296134,0.435141603,66,-0.425630479,0.752012125,54,NA
administer,10,9,3.9,0.552506251453082,1,55,0.96969697,66,0.98245614,57,-0.105091284,0.630237986,55,-0.044341596,0.505579729,63,-0.326187269,0.579699405,54,-0.498715688,0.628775554,55,-0.426795141,0.520839576,63,-0.138196234,0.535916797,54,NA
administrator,13,12,5,1.1697953037312,1,53,0.955223881,67,1,54,0.281571945,0.601903424,53,0.621180785,0.684243847,61,0.209730686,0.680226458,53,-0.859589712,0.501145268,53,-0.187576533,0.579953457,61,-0.368329895,0.724717729,53,NA
admiral,7,8,2.75,0.444261658319319,0.945454545,55,0.863636364,66,0.894736842,57,-0.602158266,0.711752451,50,-0.331275095,0.834756451,56,-0.550208426,0.496131275,51,0.151195003,0.645612824,50,0.325799534,0.837456574,56,-0.192272361,0.547228711,51,NA
admire,6,7,2.25,0.444261658319319,1,53,1,68,1,54,-0.795116534,0.569656828,53,-0.62905219,0.594650793,68,-0.856419236,0.458452609,53,-0.562894769,0.531636791,53,-0.55404909,0.508218092,68,-0.364674581,0.450818725,53,NA
admirer,8,7,3.55,0.686332741153259,1,53,0.71641791,67,0.981481481,54,-0.355727265,0.550535805,52,0.102568388,0.726264391,41,-0.150819885,0.549341676,53,-0.507232782,0.569529405,52,-0.306682838,0.667900073,41,-7.9542e-4,0.555126745,53,NA
admissible,9,5,3.3,0.656946685331786,0.698113208,53,0.764705882,68,0.745454545,55,0.401969054,0.743867287,33,-0.048315361,0.731441846,50,-0.132692396,0.778747578,38,0.229419683,0.724731562,33,0.257755183,0.746539392,50,-0.082397326,0.775657995,38,NA
admission,7,5,2.25,0.638666373658505,0.927272727,55,0.818181818,66,0.964285714,56,-0.472121826,0.524634213,51,-0.4120201,0.568715465,54,-0.601824498,0.578371773,54,-0.488821494,0.542574578,51,-0.159146973,0.641835963,54,-0.089861498,0.574397307,54,NA
admit,5,6,1.95,0.223606797749979,1,54,1,67,0.947368421,57,-0.414205111,0.619045405,54,-0.88224195,0.41209763,67,-0.806015164,0.388647938,54,-0.21008648,0.620182341,54,-0.069867244,0.487082026,67,-0.273695813,0.403334319,54,NA
admittance,7,6,3.2,0.523148363780596,0.888888889,54,0.865671642,67,0.894736842,57,0.090960454,0.656872846,47,0.106532703,0.757375756,55,0.152419404,0.637049907,50,-0.256020994,0.642105708,47,-0.344076239,0.618095339,55,-0.46600589,0.65234716,50,NA
adolescence,9,9,3.45,0.825577947481896,0.854545455,55,0.924242424,66,0.946428571,56,-0.138552072,0.619411592,47,-0.163269323,0.570225771,61,-0.231635201,0.558985119,53,-0.671622396,0.596672124,47,-1.124309637,0.638533661,61,-1.287000951,0.622785654,53,NA
adopt,5,5,2.2,0.615587011251092,1,53,0.955882353,68,1,55,-0.678947714,0.719901167,53,-0.616569453,0.483564308,65,-0.595885985,0.643636187,55,-0.153017853,0.693371445,53,-0.537347852,0.701032053,65,-0.174464747,0.673723305,55,NA
adoptive,7,6,3.15,0.489360484929592,0.925925926,54,0.955223881,67,0.910714286,56,-0.241402332,0.712444596,49,-0.09585048,0.668895244,61,-0.306892018,0.849129435,50,-0.402450064,0.69809561,49,-0.632723916,0.643029072,61,-0.079213473,0.82898136,50,NA
adorable,8,5,2.95,0.223606797749978,0.963636364,55,0.984848485,66,1,57,-0.714174778,0.360252806,52,-0.418774922,0.547251537,64,-0.532240737,0.543249374,57,-0.687695191,0.367226581,52,-0.403990367,0.569763639,64,-0.205561756,0.556257351,57,NA
adore,5,4,1.95,0.223606797749979,0.890909091,55,1,66,0.98245614,57,-0.767582359,0.71514423,48,-0.87270409,0.440793768,66,-0.81218211,0.474327684,55,0.222379267,0.732644736,48,-0.108399272,0.469101964,66,-0.026488415,0.47206134,55,NA
adrift,6,4,2.55,0.604805318829299,0.833333333,54,0.865671642,67,0.894736842,57,-0.443984333,0.674575524,42,-0.416326314,0.66842843,56,-0.619243827,0.347969901,50,0.110740266,0.732427616,42,-0.385627638,0.655039692,56,-0.116013327,0.37016612,50,NA
adultery,8,8,2.85,0.36634754853252305,1,53,0.985294118,68,0.981481481,54,-0.207658335,0.498405296,53,-0.568273102,0.368486436,67,-0.277121587,0.569484355,52,-0.37213025,0.469665071,53,-0.34715756,0.501834332,67,-0.394456457,0.552255977,52,NA
adulthood,8,6,3.9,0.307793505625546,0.963636364,55,0.954545455,66,0.98245614,57,0.025261792,0.66178904,53,-0.203545108,0.575147822,63,-0.421277314,0.650014598,55,-0.379486012,0.569584538,53,-0.228923547,0.510334528,63,-0.096806704,0.713307447,55,NA
advance,6,7,2.7,0.571240570577479,1,54,0.984615385,65,0.98245614,57,-0.425438975,0.478050479,54,-0.507946545,0.584170374,62,-0.451633511,0.502823874,56,-0.699675483,0.476831689,54,-0.532323702,0.580341541,62,-0.924671588,0.545027511,56,NA
advantage,8,6,3.65,0.5871429486124,1,55,0.954545455,66,0.98245614,57,0.018454936,0.642970618,53,0.147444977,0.554003414,63,-0.179786751,0.574214337,54,-0.651104641,0.649474947,53,-0.584912219,0.49486068,63,-0.927827964,0.57390899,54,NA
adventure,8,9,3.35,0.7451598203705939,0.962264151,53,0.985294118,68,0.981818182,55,-0.524531947,0.541484209,50,-0.622406402,0.512067035,67,-0.425377141,0.537340963,54,-0.560198245,0.572372973,50,-0.239675838,0.520616732,67,-0.218953859,0.532372866,54,NA
adverse,6,7,2.35,0.670820393249936,0.867924528,53,0.925373134,67,0.925925926,54,-0.282948738,0.649350069,45,-0.402484455,0.698323638,60,0.061847024,0.571070077,49,-0.650743006,0.647296411,45,-0.537856304,0.704629228,60,-0.392978415,0.684023635,49,NA
adversity,9,4,3.3,0.656946685331786,0.963636364,55,0.954545455,66,1,56,0.142992225,0.467334487,51,-0.064630445,0.494433163,58,0.262782143,0.694808873,54,-0.537833633,0.451322446,51,-0.292888908,0.52268889,58,-0.184923108,0.628392726,54,NA
advertise,8,9,3.25,0.786397515657049,0.962264151,53,1,68,0.962962963,54,-0.108487963,0.610383197,51,-0.198789823,0.549300869,68,-0.282727608,0.689787197,52,-1.28716111,0.591410554,51,-1.314493595,0.553710782,68,-0.916096921,0.669361783,52,NA
advertisement,12,9,5.05,0.825577947481896,0.962962963,54,0.923076923,65,0.892857143,56,0.338730126,0.67005065,49,0.034972775,0.686223757,57,0.262035196,0.53983457,49,-0.712438296,0.582772231,49,-0.768264603,0.693470645,57,-0.458125703,0.484800279,49,NA
advertising,10,9,4.25,0.96654566695826,1,54,0.985074627,67,1,57,-0.002974832,0.601458047,54,0.003059033,0.642373074,66,-0.102862648,0.473418891,57,-0.884340358,0.453685391,54,-0.670287524,0.505100288,66,-0.531557776,0.468842063,57,NA
advice,5,5,2.55,0.604805318829299,1,55,1,66,1,57,-0.82601666,0.596340853,55,-0.798538172,0.391132478,65,-0.466146618,0.642361426,57,-0.967330003,0.561738654,55,-0.737270332,0.395811333,65,-1.089332673,0.754401985,57,NA
advisable,9,8,3.3,0.571240570577479,1,54,0.985074627,67,0.982142857,56,-0.057161826,0.65631364699999994,53,-0.01173938,0.570433841,61,0.066018828,0.492895488,54,-0.421685156,0.617417497,53,-0.448006564,0.515692383,61,-0.205727433,0.476901042,54,NA
advise,5,6,2.3,0.656946685331786,0.981818182,55,1,66,0.98245614,57,-0.406252992,0.590293397,54,-0.374001059,0.515839584,66,-0.531062546,0.349895447,55,-1.083875585,0.60269931,54,-0.788518744,0.486893093,66,-0.879007084,0.374741596,55,NA
advisement,9,6,3.5,0.512989176042577,0.462962963,54,0.4,65,0.446428571,56,0.422550634,0.62402238,23,0.078563004,0.755954064,24,0.494004603,0.71103497,23,-0.524443123,0.666011083,23,-0.316110696,0.703350956,24,-0.301558953,0.744613926,23,NA
advisory,8,8,3.3,0.7326950970650461,0.981481481,54,1,66,1,57,0.056861736,0.679222157,53,-0.186224348,0.504090141,64,-0.005239368,0.519475019,56,-0.347932824,0.612324843,53,-0.463316317,0.502763287,64,-0.342662746,0.42333338,56,NA
advocate,7,7,2.7,0.47016234598162704,0.981132075,53,0.970149254,67,0.981481481,54,-0.686639819,0.560532737,51,-0.625483405,0.476751635,65,-0.332368734,0.528056665,53,-0.748822465,0.616744599,51,-0.67744106,0.507597213,65,-0.779597062,0.52059879,53,NA
aerial,5,5,1.85,0.36634754853252305,0.872727273,55,0.939393939,66,0.947368421,57,-0.292603171,0.593734369,46,-0.556191317,0.836807721,59,-0.461698072,0.543385057,52,0.199428817,0.611909089,46,0.446119908,0.815134074,59,0.347029431,0.542102652,52,NA
aerospace,7,4,3.5,0.7608859102526819,0.962962963,54,0.954545455,66,0.964285714,56,-0.113865712,0.499321275,52,-0.163536658,0.639618558,62,0.25518572,0.617747414,54,-0.465324142,0.552757399,52,-0.884112241,0.494086831,62,-0.814554028,0.545199949,54,NA
aesthetic,7,8,2.8,0.523148363780596,0.981132075,53,1,68,1,55,0.011170918,0.653554789,52,-0.451190477,0.673431847,67,-0.424555322,0.402466609,54,-0.143329381,0.679409363,52,-0.115968568,0.660964272,67,-0.45365409,0.405291053,54,NA
affair,4,4,1.8,0.410391340834061,1,54,1,65,0.946428571,56,-0.845056097,0.688943215,54,-0.71775447,0.510575482,62,-0.627647988,0.467061573,52,-0.067464205,0.748241998,54,-0.160483991,0.556564518,62,-0.287253516,0.476460908,52,NA
affect,5,6,1.85,0.36634754853252305,0.963636364,55,1,66,0.947368421,57,-0.375366552,0.803841703,52,-0.706046011,0.654479834,66,-0.574727054,0.532312569,53,0.09078571,0.80421781,52,0.006124094,0.648744731,66,-0.737976084,0.550119065,53,NA
affection,7,8,1.85,0.36634754853252305,1,54,1,65,0.964912281,57,-0.342656143,0.683278724,53,-0.700024875,0.543497276,65,-0.46798488,0.558901324,55,-0.514756927,0.601939827,53,-0.198255044,0.557292558,65,0.040149555,0.573825442,55,NA
affirmation,9,5,2.6,0.502624689950034,0.907407407,54,0.910447761,67,0.910714286,56,0.063424033,0.7924671,45,-0.153661112,0.704214075,61,-0.214079525,0.70126063,51,-0.400546511,0.733037956,45,-0.419196142,0.70204032,61,-0.252966633,0.701879746,51,NA
afford,5,5,1.8,0.410391340834061,0.925925926,54,0.878787879,66,0.929824561,57,-0.132072522,0.78885334,46,-0.401281567,0.586866622,58,-0.322186898,0.611643909,52,0.204045934,0.639687789,46,-0.019734992,0.544975465,58,0.099140106,0.61926171,52,NA
afloat,5,4,1.95,0.223606797749979,0.890909091,55,0.924242424,66,0.875,56,-0.252214254,0.673283593,49,-0.445877621,0.544809658,59,-0.394646459,0.806292732,49,-0.143919323,0.85193815,49,0.169874554,0.57728368,59,0.290803173,0.790027598,49,NA
afraid,5,4,1.95,0.223606797749979,0.962264151,53,0.970149254,67,0.962962963,54,-0.449995877,0.596700676,50,-0.428793582,0.665418437,65,-0.54174956,0.619017472,49,0.030258695,0.649317129,50,-0.402770135,0.584802331,65,-0.070984738,0.606905752,49,NA
aftermath,8,6,3.55,0.51041778553404,0.981481481,54,1,65,0.859649123,57,-0.307908529,0.648498587,52,-0.330369814,0.570130408,65,-0.095891391,0.68810074,49,-0.497957468,0.734401798,52,-0.781755606,0.592365752,65,-0.246167023,0.721583079,49,NA
afternoon,8,6,3.65,0.48936048492959294,1,53,0.970149254,67,1,54,-0.558380921,0.410393557,53,-0.25210884,0.508435648,63,-0.317692874,0.576317792,52,-0.313652565,0.448564174,53,-0.600509098,0.470425922,63,-0.865238291,0.602102091,52,NA
age,2,3,1.25,0.444261658319319,0.944444444,54,0.954545455,66,0.910714286,56,-0.63933077,0.708756629,51,-0.566203716,0.8238415,62,-0.544423947,0.561948891,50,0.335003321,0.734804177,51,0.342199853,0.941893248,62,-0.075281978,0.507270442,50,NA
agency,6,5,2.7,0.47016234598162704,0.981818182,55,0.96969697,66,1,57,-0.576739786,0.46857202,54,-0.443998367,0.535794212,64,-0.596843437,0.32685891,57,-0.616143939,0.469514442,54,-0.386157611,0.536436448,64,-0.345650698,0.293409845,57,NA
agenda,6,4,2.35,0.489360484929592,0.962962963,54,0.955223881,67,1,57,-0.555206168,0.662297568,51,-0.49782408,0.497905509,64,-0.936762678,0.326329057,57,-0.369579088,0.605078828,51,-0.261102839,0.452046046,64,-0.411830804,0.360659328,57,NA
aggravate,7,7,2.85,0.36634754853252305,0.944444444,54,0.970149254,67,0.946428571,56,-0.422852169,0.447419383,49,-0.408995704,0.443956917,65,-0.353231519,0.594257015,51,-0.692551941,0.441008494,49,-0.584193813,0.421869437,65,-0.439809202,0.609872914,51,NA
aggression,7,5,2.2,0.615587011251092,0.981818182,55,1,66,1,56,-0.763692285,0.510843402,53,-0.708757257,0.619162032,66,-0.796958932,0.615320882,55,-0.592122101,0.523058602,53,-0.398623225,0.641678312,66,-0.080575966,0.690783445,55,NA
agility,7,4,2.4,0.5982430416161191,0.981818182,55,0.96969697,66,0.964912281,57,-0.524877058,0.597247979,53,-0.434734533,0.567051048,64,-0.751055802,0.506417244,55,-0.558412829,0.542569236,53,-0.471541173,0.58117731,64,-0.517041176,0.581282026,55,NA
agitate,6,6,2.3,0.656946685331786,0.943396226,53,0.925373134,67,1,54,-0.28961081,0.485856393,50,-0.228485557,0.648673356,62,-0.288568441,0.652212029,54,-0.205562201,0.477286009,50,-0.446942352,0.698495032,62,-0.307339057,0.636263962,54,NA
agitation,8,6,2.1,0.552506251453082,0.925925926,54,0.907692308,65,0.947368421,57,0.158633504,0.737359603,46,-0.020422655,0.68984391,59,-0.017151077,0.648117771,54,-0.396128516,0.755878331,46,9.42599e-4,0.676032684,59,-0.233744664,0.645066036,54,NA
agony,5,5,1.95,0.223606797749979,1,55,0.984848485,66,0.982142857,56,-1.059755209,0.531110903,55,-1.070329973,0.48129069,65,-0.991670414,0.604821672,55,-0.205424044,0.600342222,55,-0.426373082,0.490262839,65,0.162380608,0.679792556,55,NA
agree,4,5,1.85,0.36634754853252305,1,53,0.955223881,67,0.962962963,54,-0.735680334,0.643749746,52,-0.57766445,0.581373241,63,-0.841769277,0.419389937,51,-0.186945989,0.639359166,52,-0.208929389,0.559951656,63,0.055228496,0.431851085,51,NA
agreement,8,5,2.95,0.223606797749978,1,54,1,67,0.946428571,56,-0.46846679,0.66028432,52,-0.669303208,0.490394935,67,-0.745559617,0.605415666,53,-0.642188152,0.652079763,52,-0.634356442,0.468345727,67,-0.870252785,0.581274797,53,NA
agricultural,12,13,4.9,1.2937094768634498,1,55,1,66,1,57,0.195401259,0.921190848,55,0.195029912,0.54773431,65,-0.166574284,0.671640492,56,-0.967534776,0.660178216,55,-0.600915451,0.476070314,65,-0.563029034,0.666161555,56,NA
agriculture,10,11,4.15,0.933302004486729,1,53,0.970588235,68,0.963636364,55,-0.379899703,0.545653487,53,-0.238086931,0.607133426,65,-0.162711004,0.453138775,52,-0.762581986,0.531671192,53,-0.510375961,0.531664358,65,-0.49481331,0.424163402,52,NA
ahoy,3,3,1.95,0.223606797749979,0.58490566,53,0.632352941,68,0.6,55,0.190429968,0.948076214,31,-0.473330266,0.76249795,43,-0.109594313,1.023767178,31,0.936241085,0.904226088,31,0.446209897,0.728931499,43,0.606976319,0.939291421,31,NA
aid,2,3,1,0,0.944444444,54,0.924242424,66,0.910714286,56,-0.438222652,0.606006309,51,-0.739162387,0.599169555,61,-0.267558788,0.641241878,50,0.724309758,0.578953966,51,0.010244805,0.6139679,61,0.544980176,0.598172546,50,NA
ailment,6,3,1.95,0.223606797749979,0.886792453,53,0.852941176,68,0.8,55,-0.194652023,0.764435931,47,-0.344636404,0.675800498,57,-0.412966571,0.566677373,44,-0.350587554,0.800313891,47,-0.338711566,0.715052695,57,-0.221069182,0.560543325,44,NA
aim,2,3,1,0,1,55,1,66,0.964912281,57,-0.959695793,0.698217408,53,-1.078929497,0.463310168,66,-0.755908614,0.632559321,54,0.226703773,0.72485861,53,0.185942679,0.628627342,66,-0.09383582,0.493172683,54,NA
aircraft,7,5,3.35,0.587142948612399,0.963636364,55,0.954545455,66,0.964912281,57,-0.351936172,0.624960405,53,-0.252776986,0.558993561,62,-0.577197915,0.542639587,53,-0.544317222,0.673960236,53,-0.892537576,0.603752015,62,-1.250157272,0.56735224,53,NA
airliner,7,6,2.85,0.36634754853252305,0.759259259,54,0.757575758,66,0.807017544,57,-8.8978e-4,0.718484298,41,0.043832874,0.814004442,44,-0.171648407,0.837016238,44,-0.059243871,0.686532838,41,0.085295337,0.817350139,44,0.138250449,0.84208643,44,NA
airplane,6,4,2.65,0.5871429486124,0.981818182,55,1,66,1,56,-0.741186805,0.538022289,54,-0.829216808,0.454680938,64,-0.843805322,0.389122169,54,-0.479503128,0.53530538,54,-0.693841481,0.412575202,64,-0.785805573,0.466766076,54,NA
aisle,2,3,1,0,0.924528302,53,0.926470588,68,0.759259259,54,-0.365090338,0.915891699,48,-0.303823449,0.812012756,61,-0.782877379,0.575956213,40,0.338214194,0.934458545,48,0.644959204,0.813829379,61,0.38406916,0.547597104,40,NA
alarm,5,6,2,0.324442842261525,0.963636364,55,0.984848485,66,0.964285714,56,-0.538184411,0.642040587,52,-0.587793291,0.61714873,64,-0.457218106,0.569512329,53,0.062524617,0.732427543,52,-0.196166815,0.637452542,64,-0.010620641,0.5306422,53,NA
albatross,8,5,3.75,0.444261658319319,0.703703704,54,0.671641791,67,0.625,56,0.210850592,0.737408304,35,-0.019205688,0.820776997,44,-0.012334436,0.568754599,34,-0.605064201,0.742429216,35,-0.644950063,0.691411978,44,-0.43451763,0.407462822,34,NA
albino,6,4,2.95,0.223606797749978,0.888888889,54,0.955223881,67,0.857142857,56,-0.303918809,0.663148174,47,-0.174742337,0.65269083,63,-0.170763991,0.545168316,47,-0.240578933,0.641637676,47,-0.4191173,0.808150079,63,0.016950043,0.512803158,47,NA
alcohol,7,6,3.6,0.502624689950034,1,54,1,66,1,57,-0.885657979,0.456385618,54,-0.781645879,0.400980284,66,-0.834984242,0.315301837,57,-0.554644829,0.494046054,54,-0.646286123,0.412103169,66,-0.182623011,0.347669568,57,NA
alcoholic,9,9,4.3,0.8013147091860311,1,54,1,66,1,56,-0.398087005,0.577480103,54,-0.410140552,0.614787007,66,-0.404052918,0.600297987,56,-0.676055659,0.548542076,54,-0.436516032,0.624292651,66,-0.774583618,0.482471861,56,NA
alcoholism,11,9,4.8,0.523148363780596,0.981481481,54,1,67,1,56,0.013658332,0.70763083,51,-0.007751163,0.64686305,66,0.021293234,0.667944081,53,-0.813832818,0.686536456,51,-0.500608812,0.58746836,66,-0.327107523,0.605609978,53,NA
alert,5,6,1.85,0.36634754853252305,1,55,0.939393939,66,0.964912281,57,-0.729294297,0.658030024,54,-1.070093466,0.448086902,61,-0.78827994,0.515920651,55,-0.45356932,0.672170713,54,-0.406537595,0.481124887,61,-0.647332643,0.555823751,55,NA
